id_transaccion,etiqueta,I1,I2,I3,I4,I5,J1,J2,J3,J4,J5
TXN_L_0653,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0592,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0148,legitima,0,1,0,0,0.0444,1,1.0,1.0,0.6667,0.0755
TXN_L_0269,legitima,0,1,0,1,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0835,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0865,legitima,1,0,0,0,0.0278,0,0.3333,1.0,0.3333,0.0
TXN_L_0052,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0377,legitima,1,0,0,1,0.0,0,1.0,1.0,0.3333,0.3333
TXN_L_0632,legitima,1,0,0,0,0.1364,0,1.0,1.0,0.3333,0.0
TXN_L_0227,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.3214
TXN_L_0706,legitima,1,1,0,0,0.1364,0,0.6667,1.0,0.3333,0.0
TXN_L_0642,legitima,1,1,0,0,0.1176,0,0.6667,1.0,0.6667,0.0
TXN_L_0446,legitima,1,1,0,0,0.0294,0,0.6667,1.0,0.6667,0.3429
TXN_L_0493,legitima,1,1,0,0,0.025,0,0.6667,1.0,0.3333,0.1429
TXN_L_0240,legitima,1,1,0,0,0.0278,0,1.0,1.0,0.6667,0.0
TXN_L_0336,legitima,1,1,0,0,0.0952,0,1.0,1.0,0.6667,0.0
TXN_L_0759,legitima,0,0,0,1,0.3636,1,0.3333,1.0,0.3333,0.0
TXN_L_0591,legitima,1,1,0,0,0.0952,0,0.3333,1.0,0.3333,0.0
TXN_L_0156,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.3214
TXN_L_0743,legitima,0,1,0,1,0.0233,1,1.0,1.0,0.6667,0.0
TXN_P_0002,cnp,0,1,0,0,0.025,1,1.0,1.0,0.3333,0.2553
TXN_L_0635,legitima,0,0,0,0,0.1,1,0.6667,1.0,0.3333,0.0
TXN_L_0382,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0842,legitima,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0562,legitima,0,1,0,0,0.1429,1,0.6667,1.0,0.6667,0.0
TXN_L_0681,legitima,0,0,0,1,0.0233,1,0.6667,1.0,0.6667,0.0
TXN_L_0128,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0417,legitima,1,1,0,0,0.1364,0,0.3333,1.0,0.3333,0.0
TXN_L_0162,legitima,1,0,0,1,0.0556,0,0.3333,1.0,0.3333,0.0
TXN_L_0894,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0083,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0228,legitima,0,1,0,0,0.0952,1,0.3333,1.0,0.3333,0.0
TXN_L_0808,legitima,1,1,0,0,0.0667,0,0.6667,1.0,0.3333,0.0
TXN_L_0788,legitima,1,1,0,0,0.0233,0,0.6667,1.0,0.6667,0.0
TXN_L_0307,legitima,1,1,0,1,0.0667,0,1.0,1.0,0.3333,0.0
TXN_L_0624,legitima,1,1,0,0,0.1176,0,0.6667,1.0,0.6667,0.0
TXN_L_0087,legitima,1,0,0,0,0.3636,0,0.3333,1.0,0.3333,0.0
TXN_L_0199,legitima,0,1,0,0,0.0526,1,1.0,1.0,0.3333,0.0
TXN_L_0103,legitima,0,1,0,1,0.025,1,0.6667,1.0,0.6667,0.15
TXN_L_0845,legitima,0,1,0,0,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0794,legitima,1,1,0,0,0.0435,0,1.0,1.0,0.3333,0.0
TXN_L_0365,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0785,legitima,0,1,0,1,0.0444,1,1.0,1.0,0.6667,0.087
TXN_L_0005,legitima,1,1,0,1,0.0385,0,0.6667,1.0,0.3333,0.0
TXN_L_0588,legitima,0,1,0,0,0.0625,1,1.0,1.0,0.6667,0.0
TXN_L_0542,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_C_0019,clonacion,1,1,0,0,0.1176,0,0.3333,1.0,0.3333,0.0
TXN_L_0764,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0007,legitima,1,1,0,0,0.1,0,0.3333,1.0,0.3333,0.0
TXN_L_0717,legitima,0,1,0,0,0.0476,1,0.6667,1.0,0.3333,0.0
TXN_L_0292,legitima,0,1,0,0,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0376,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0309,legitima,1,1,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0553,legitima,0,1,0,0,0.0667,1,1.0,1.0,0.6667,0.0
TXN_L_0372,legitima,0,0,0,1,0.0435,1,1.0,1.0,0.3333,0.0
TXN_L_0341,legitima,0,0,0,0,0.087,1,0.3333,1.0,0.3333,0.0
TXN_L_0130,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.3333,0.3214
TXN_L_0134,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0690,legitima,0,1,0,0,0.0435,1,0.6667,1.0,0.6667,0.0
TXN_L_0816,legitima,0,1,0,1,0.0556,1,0.6667,1.0,0.3333,0.0
TXN_L_0859,legitima,0,1,0,0,0.0444,1,0.6667,1.0,0.3333,0.0816
TXN_L_0613,legitima,0,1,0,1,0.087,1,0.3333,1.0,0.3333,0.0
TXN_L_0354,legitima,0,0,0,0,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0099,legitima,1,0,0,1,0.1,0,0.3333,1.0,0.3333,0.0
TXN_L_0003,legitima,0,1,0,1,0.0,1,1.0,1.0,0.6667,0.3333
TXN_L_0432,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0194,legitima,1,0,0,1,0.0667,0,1.0,1.0,0.6667,0.0
TXN_L_0826,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_P_0013,cnp,0,1,0,0,0.0294,1,1.0,1.0,0.3333,0.383
TXN_L_0595,legitima,1,0,0,0,0.1176,0,0.6667,1.0,0.6667,0.0
TXN_L_0776,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0237,legitima,0,1,0,0,0.0233,1,0.6667,1.0,0.3333,0.0
TXN_L_0734,legitima,0,0,0,0,0.1,1,0.6667,1.0,0.3333,0.0
TXN_L_0136,legitima,1,1,0,0,0.0278,0,1.0,1.0,0.6667,0.0
TXN_L_0367,legitima,1,1,0,1,0.08,0,0.3333,1.0,0.3333,0.0
TXN_L_0793,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0202,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0161,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0751,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0020,legitima,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.2903
TXN_L_0247,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0383,legitima,1,1,0,0,0.0625,0,0.6667,1.0,0.6667,0.0
TXN_L_0502,legitima,0,1,0,0,0.3636,1,0.6667,1.0,0.6667,0.0
TXN_L_0815,legitima,0,1,0,1,0.0667,1,0.3333,1.0,0.3333,0.0
TXN_L_0880,legitima,1,0,0,0,0.0233,0,0.6667,1.0,0.6667,0.0
TXN_L_0565,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0310,legitima,0,0,0,0,0.025,1,1.0,1.0,0.3333,0.1277
TXN_L_0824,legitima,0,1,0,0,0.1176,1,0.6667,1.0,0.6667,0.0
TXN_P_0035,cnp,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.3421
TXN_L_0352,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0058,legitima,0,1,0,0,0.2,1,0.6667,1.0,0.6667,0.0
TXN_L_0396,legitima,1,1,0,1,0.025,0,0.6667,1.0,0.3333,0.1333
TXN_L_0082,legitima,1,0,0,1,0.0526,0,1.0,1.0,0.3333,0.0
TXN_L_0767,legitima,0,1,0,0,0.1429,1,0.6667,1.0,0.6667,0.0
TXN_L_0805,legitima,1,1,0,0,0.0233,0,1.0,1.0,0.6667,0.0
TXN_L_0398,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0479,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0485,legitima,1,1,0,0,0.0233,0,0.3333,1.0,0.3333,0.0
TXN_L_0895,legitima,1,1,0,0,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0053,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0177,legitima,0,1,0,1,0.0,1,1.0,1.0,0.6667,0.0
TXN_P_0005,cnp,0,1,0,0,0.0444,1,1.0,1.0,0.3333,0.2075
TXN_L_0363,legitima,0,1,0,0,0.08,1,0.6667,1.0,0.3333,0.0
TXN_L_0326,legitima,0,1,0,0,0.0526,1,0.6667,1.0,0.6667,0.0
TXN_L_0550,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0541,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0321,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0515,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.2571
TXN_L_0687,legitima,0,1,0,0,0.0667,1,1.0,1.0,0.3333,0.0
TXN_L_0213,legitima,1,1,0,0,0.025,0,0.6667,1.0,0.6667,0.1395
TXN_L_0010,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.3913
TXN_L_0896,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0857,legitima,1,1,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_P_0031,cnp,0,1,0,0,0.0294,1,1.0,1.0,0.3333,0.4211
TXN_L_0676,legitima,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0685,legitima,1,1,0,0,0.0952,0,1.0,1.0,0.6667,0.0
TXN_L_0201,legitima,1,0,0,0,0.1,0,0.6667,1.0,0.3333,0.0
TXN_L_0871,legitima,0,1,0,1,0.0,1,0.6667,1.0,0.6667,0.375
TXN_L_0558,legitima,0,1,0,0,0.0233,1,1.0,1.0,0.6667,0.0
TXN_L_0516,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.6667,0.3333
TXN_L_0482,legitima,0,1,0,0,0.087,1,0.6667,1.0,0.6667,0.0
TXN_L_0590,legitima,1,1,0,1,0.0526,0,0.3333,1.0,0.3333,0.0
TXN_L_0535,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0063,legitima,1,1,0,0,0.0476,0,1.0,1.0,0.6667,0.0
TXN_L_0225,legitima,0,1,0,1,0.1364,1,0.3333,1.0,0.3333,0.0
TXN_L_0046,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0480,legitima,0,1,0,1,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0898,legitima,0,0,0,0,0.1,1,0.6667,1.0,0.3333,0.0
TXN_L_0555,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0587,legitima,0,1,0,0,0.0233,1,0.6667,1.0,0.3333,0.0
TXN_L_0011,legitima,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0448,legitima,0,1,0,0,0.0625,1,1.0,1.0,0.6667,0.0
TXN_L_0401,legitima,1,1,0,0,0.0294,0,1.0,1.0,0.6667,0.3158
TXN_L_0499,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0124,legitima,0,1,0,0,0.0952,1,0.3333,1.0,0.3333,0.0
TXN_L_0139,legitima,0,1,0,1,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0654,legitima,0,0,0,0,0.0233,1,0.6667,1.0,0.3333,0.0
TXN_L_0418,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0111,legitima,0,0,0,1,0.0278,1,0.3333,1.0,0.3333,0.0
TXN_L_0387,legitima,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.3333
TXN_L_0159,legitima,0,1,0,0,0.1176,1,0.3333,1.0,0.6667,0.0
TXN_C_0035,clonacion,1,1,0,0,0.1176,0,0.3333,1.0,0.6667,0.0
TXN_L_0610,legitima,1,1,0,1,0.0625,0,1.0,1.0,0.3333,0.0
TXN_L_0504,legitima,1,0,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0754,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0006,legitima,1,0,0,0,0.025,0,0.3333,1.0,0.3333,0.1395
TXN_L_0169,legitima,1,0,0,0,0.0444,0,1.0,1.0,0.6667,0.087
TXN_P_0004,cnp,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.3421
TXN_L_0879,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0688,legitima,0,0,0,0,0.1,1,0.6667,1.0,0.3333,0.0
TXN_L_0683,legitima,0,0,0,0,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0735,legitima,0,0,0,0,0.0435,1,0.6667,1.0,0.3333,0.0
TXN_L_0778,legitima,1,1,0,1,0.0,0,1.0,1.0,0.3333,0.0
